review,clean_review,rating,date,year_month
잘 읽혀지고 도움이 됩니다.,읽혀지고 도움 됩니다 .,4,2025-03-04,2025-03
"계엄의 슬픔과 고통, 아픔을 간접적으로 경험할 수 있게 해준 고맙고도 슬픈 이야기 입니다. 꼭 한번씩 읽어주셨으면 하는 책. 슬픔과 고통 그러면서도 문체의 아름다움이 공존할 수 있군요.","계엄 슬픔 고통 , 아픔 간접 적 경험 할 있게 해준 고맙고도 슬픈 이야기 . 꼭 한번 씩 읽어주셨으면 책 . 슬픔 고통 그러면서도 문체 아름다 움 공존 할 있군요 .",4,2025-03-04,2025-03
힘들지만 알아야 하는 그런 사건들..,힘들지만 알아야 그런 사건,4,2025-03-04,2025-03
역사를 간접적으로 경험하게 해주는 책,역사 간접 적 경험 해주는 책,4,2025-03-04,2025-03
집중이 잘되서 한시간만에 반 이상을 읽엇어요ㅎ 재미잇어요ㅎ,집중 되서 시간 만에 반 이상 읽엇어 요 ㅎ 재미 잇어요 ㅎ,4,2025-03-03,2025-03
여러 관점에서 볼 수 있어 좋았습니다,여러 관점 볼 있어 좋았습니다,4,2025-03-03,2025-03
"노벨문학상 수상작이라 그런지 좋은 작품인 것 같아요.
5.18.사건을 다룬 내용으로 국가에 의한 폭력이 얼마나 부당하고 잔혹한지 알게 되었습니다.","노벨문학상 수상작 이라 그런지 좋은 작품 인 같아요 . 
 5.18 . 사건 다룬 내용 국가 의한 폭력 얼마나 부당하고 잔혹한지 알 게 되었습니다 .",4,2025-03-03,2025-03
아버지께서 감명깊게 읽었다고 합니다.,아버지 감명 깊게 읽었다고 .,4,2025-03-03,2025-03
한강 작가 책이라 읽어보고 싶었어요,한강 작가 책 이라 읽어 보고 싶었어요,4,2025-03-03,2025-03
현재 우리나라 상황에 대해 강한 경각심을 느낄 수 있는 책입니다.,현재 우리나라 상황 대해 강한 경 각심 느낄 있는 책 .,3,2025-03-03,2025-03
가족들 모두 읽어보려고 구매했네요. 마음이 먹먹합니다,가족 모두 읽어 보려고 구매 했네요 . 마음 먹 먹,4,2025-03-03,2025-03
슬프지만 아름다운 문장을 느낄 수 있는 작품. 노벨상 기념으로 종이책 구입합니다^^,슬프지만 아름다운 문장 느낄 있는 작품 . 노벨상 기념 종이 책 구입 ^^,4,2025-03-03,2025-03
인생에서 한번은 꼭 읽어보면 좋을 것 같은 책입니다,인생 한번 꼭 읽어 보면 좋을 같은 책,4,2025-03-03,2025-03
과거를 다시 회상하게하고 그리고 그과거가 현재를 지탱하고있음을 기억하게합니다. 잊지 말아야할 역사입니다,과거 회상 하게하고 과거 현재 지탱 하고있 음 기억 . 잊지 말 아 야할 역사,4,2025-03-02,2025-03
"이유있는 선택, 잘 읽었습니다","이유 있는 선택 , 읽었습니다",4,2025-03-02,2025-03
서사적인 표현이 가득한 글을 보니 감수성이 커집니다.,서 사적 인 표현 가득한 글 보니 감수성 커집니다 .,4,2025-03-02,2025-03
재밌게 보겠습니다.,재밌게 보겠습니다 .,4,2025-03-02,2025-03
시대 흐름에 맞춰 읽기 좋습니다. 한강 작가 늘 응원하겠습니다.,시대 흐름 맞춰 읽기 좋습니다 . 한강 작가 늘 응원 하겠습니다 .,4,2025-03-01,2025-03
한강 작가의 책을 보는 것만으로도 영광이예요,한강 작가 책 보는 만으로도 영광 예요,4,2025-03-01,2025-03
읽고 싶었던 책입니다. 기대됩니다. 재미있게 읽겠습니다.,읽고 싶었던 책 . 기대 됩니다 . 재미있게 읽겠습니다 .,4,2025-02-28,2025-02
"너무 잔인하고, 비참하게 한 소년의 죽음을 서로 다른 시점애서 써내려가는 한각작가 최곱니다","잔인하고 , 비참하게 소년 죽음 서로 다른 시점 애 서 써 내려가는 각 작가 최 곱니다",4,2025-02-28,2025-02
담담히 울리는 그 날의 핏빛 고백,담담히 울리는 날 핏빛 고백,4,2025-02-27,2025-02
보이지는 않지만 느껴진다고 할 수 있습니다.,보이 지는 않지만 느껴진다고 할 .,4,2025-02-27,2025-02
꽁꽁 얼어붙은 한강 위로,꽁꽁 얼어붙은 한강 위로,4,2025-02-27,2025-02
한강 작가님의 작품은 꾸준히 읽어왔는데 소장하고 싶어서 주문했습니다.,한강 작가 님 작품 꾸준히 읽어 왔는데 소장 싶어서 주문 했습니다 .,4,2025-02-26,2025-02
읽기 힘들어서 읽다 멈추다 하지만 유익합니다.,읽기 힘들어서 읽다 멈추다 유익합니다 .,4,2025-02-26,2025-02
술술 읽히네요 재밌어요,술술 읽히네요 재밌어요,4,2025-02-26,2025-02
읽고나서 여운이 많이 남는.. 가슴이 먹먹해지는 책이네요.,읽고나서 여운 남는 가슴 먹 먹 해지 책 이네 요 .,4,2025-02-26,2025-02
고전과 비슷한 느낌입니다. 읽는동안 마음이 편치않아요 서술하시는 방식이 어렵기도 하지만... 읽어야 하는 책 같아요,고전 비슷한 느낌 . 읽는 동안 마음 편치 않아요 서술 하시는 방식 어렵 기도 읽어야 책 같아요,4,2025-02-26,2025-02
"아픔에 분노하며 공감하며 읽었습니다.
민주화 운동을 다루어주신 한강 작가님께 감사합니다.
역사를 잊지 않겠습니다","아픔 분노하며 공감 읽었습니다 . 
 민주화 운동 다루어주신 한강 작가 님 께 감사합니다 . 
 역사 잊지 않겠습니다",4,2025-02-26,2025-02
한강 작가님의 특유의 표현으로 술술 읽혔어요.,한강 작가 님 특유 표현 술술 읽혔어요 .,4,2025-02-25,2025-02
소장용으로 구입했어요,소 장용 구입 했어요,4,2025-02-25,2025-02
여러 인물의 시점에서 진행되는 이야기가 마음이 아팠어요.,여러 인물 시점 진행 되는 이야기 마음 아팠어요 .,4,2025-02-25,2025-02
노벨문학상 수상작가의 책 궁금했어요,노벨문학상 수상작 가의 책 궁금했어요,4,2025-02-25,2025-02
읽어볼만한 가치가 있어요,읽어 볼 가치 있어요,4,2025-02-25,2025-02
이시대 꼭 읽어야만 하는 도서,시대 꼭 읽어야만 도서,4,2025-02-25,2025-02
이제야 구매했습니다. 기대됩니다.,이제야 구매 했습니다 . 기대 됩니다 .,4,2025-02-24,2025-02
한강 작가님 책 궁금했는데 재미있습니다!!,한강 작가 님 책 궁금했는데 재미있습니다 !!,4,2025-02-24,2025-02
꼭 한번 쯤은 읽어봐야 하는 책입니다.,꼭 한번 쯤 읽어 봐야 책 .,4,2025-02-24,2025-02
역시 한강님의 소설입니다 최고예요,역시 한강 님 소설 최고 예요,4,2025-02-24,2025-02
"친구가 책 읽고 싶다 해서 선물했는데, 글이 잘 읽혀서 금방 읽을 수 있겠다고 했네요!","친구 책 읽고 싶다 선물 했는데 , 글 읽혀서 금방 읽을 있겠다고 했네요 !",4,2025-02-23,2025-02
외면하고 싶을만큼 아픈 역사를 작가님 덕에 마주해봅니다.,외면 싶을만큼 아픈 역사 작가 님 덕 마주 해봅니다 .,4,2025-02-23,2025-02
아직 읽진 않았지만 기대됑ᆢㄷ,아직 읽진 않았지만 기 대 됑 ᆢ ㄷ,4,2025-02-23,2025-02
소년이 온다 사고 싶었는데 이제야 사게 되네요,소년 온다 사고 싶었는데 이제야 사게 되네요,4,2025-02-22,2025-02
우리가 지금 누릴 수 있는 사소한 행복이 그냥 주어진 것이 아니고 어떤 이들의 희생과 고통으로 시작됐다는 걸 다시 한 번 일깨워준 고마우면서도 아픈 책입니다.,지금 누릴 있는 사소한 행복 주어진 아니고 어떤 희생 고통 시작 됐다는 걸 번 일 깨워 준 고마우면서도 아픈 책 .,4,2025-02-22,2025-02
읽는 내내 숨이 턱턱 막혔어요. 절대 잊지 말아야 할 과거. 많은 사람들이 꼭 읽어주기를.,읽는 내내 숨 턱턱 막혔어요 . 절대 잊지 말아야 할 과거 . 많은 사람 꼭 읽어 주기 .,4,2025-02-22,2025-02
아주 아주 좋아요 강추합니다,아주 아주 좋아요 강 추합니다,4,2025-02-21,2025-02
베스트셀러라 사고 봅니다,베스트셀러 라 사고 봅니다,4,2025-02-21,2025-02
진짜 좋아요. 쭉 소장할께요.,진짜 좋아요 . 쭉 소장 할께요 .,4,2025-02-21,2025-02
채식주의자의 문체가 섬세하여 구매하였습니다,채식주의자 문체 섬세하여 구매 하였습니다,4,2025-02-21,2025-02
이 시국에 한강 작가님의 책이 있어 얼마나 다행인지 모르겠습니다.,시국 한강 작가 님 책 있어 얼마나 다행 인지 모르겠습니다 .,4,2025-02-21,2025-02
"아이가 읽기도 어렵고 저도 어렵네요
그래도 천천히 읽어내려해요","아이 읽기도 어렵고 어렵네요 
 그래도 천천히 읽어내려 해 요",3,2025-02-21,2025-02
"최고에요!!!
한강~~~!!","최고 에요 !!! 
 한강 ~~~!!",4,2025-02-20,2025-02
당시 공포스러움을 글로도 느낄수 있다니…너무 분노가 차오른다. 광주시민들에게 무한 존경과 감사를 보낸다.,당시 공포 스러 움 글 느낄수 있다니 분노 차오른다 . 광주 시민 무한 존경 감사 보낸다 .,4,2025-02-20,2025-02
좋은 책입니다. 추천 합니다.,좋은 책 . 추천 .,4,2025-02-20,2025-02
노벨문학상받으신 한강작가님 책을 접해보고 싶어서 읽어보게 되었어요,노벨문학상 받으신 한강 작가 님 책 접 해보고 싶어서 읽어 보게 되었어요,4,2025-02-20,2025-02
온가족이 읽으려구여,온 가족 읽으려 구 여,4,2025-02-20,2025-02
재밌고 유익합니다. 추천합니다.,재밌고 유익합니다 . 추천 .,4,2025-02-19,2025-02
재밌고 유익합니다. 추천합니다.,재밌고 유익합니다 . 추천 .,4,2025-02-19,2025-02
읽어보고 싶던 책입니다.기대가 됩니다!,읽어 보고 싶던 책 . 기대 됩니다 !,4,2025-02-19,2025-02
아직 일진은 않았지만 한 강 작가의 책 중에서 소년이 온다를 많이 추천해서 구매했습니다,아직 일진 않았지만 강 작가 책 중 소년 온다를 추천 구매 했습니다,4,2025-02-19,2025-02
추천하는 이유가 있네요.,추천 이유 있네요 .,4,2025-02-18,2025-02
너무재미있습니다 특히 마지막 엄마시점에서 나오는 이야기가 감동적이었습니다 눈물이나오더라고요ㅠㅠㅠㅠㅠ,재미있습니다 특히 마지막 엄마 시점 나오는 이야기 감동 적 이었습니다 눈물 이나 오더라고요 ㅠㅠㅠㅠㅠ,4,2025-02-18,2025-02
아주 아주 좋아요 강추합니다,아주 아주 좋아요 강 추합니다,4,2025-02-18,2025-02
아주 아주 좋아요 강추합니다,아주 아주 좋아요 강 추합니다,4,2025-02-18,2025-02
아주 아주 좋아요 강추합니다,아주 아주 좋아요 강 추합니다,4,2025-02-18,2025-02
"소설이 아닌 시를 읽는 느낌의 문장들.
그들의 고통과 상처에 눈물이 멈추질 않았습니다.","소설 아닌 시를 읽는 느낌 문장 . 
 고통 상처 눈물 멈추질 않았습니다 .",4,2025-02-18,2025-02
역시역시 한강한강 작가님,역시 역시 한강 한강 작가 님,4,2025-02-18,2025-02
다소 적나라한 표현이 있지만 꼭 읽어야 할 책,다소 적나라한 표현 있지만 꼭 읽어야 할 책,4,2025-02-18,2025-02
너무 멋진 작가님의 도서를 구입할수 있어 영광입니다.,멋진 작가 님 도서 구입 할수 있어 영광 .,4,2025-02-18,2025-02
좋은 내용으로 도움되었어요,좋은 내용 도움 되었어요,4,2025-02-18,2025-02
"요새 안살수없는 책이죠
아이도 읽고 저도 읽어야겠어요","요새 안 살수 없는 책 죠 
 아이 읽고 읽어야겠어요",4,2025-02-18,2025-02
작가님 덕분에 오랜만에 책을 들었어요,작가 님 덕분 오랜 책 들었어요,4,2025-02-17,2025-02
한강작가 책 소장용으로 샀어요.,한강 작가 책 소 장용 샀어요 .,4,2025-02-17,2025-02
읽으려 구입했다 선물로 드렸어요,읽으려 구입 선물 드렸어요,4,2025-02-17,2025-02
한강 작가의 도서 궁금해서 구매했습니다. 기대되는 작품이에요.,한강 작가 도서 궁금해서 구매 했습니다 . 기대 되는 작품 이에요 .,4,2025-02-17,2025-02
"어머니께서 읽고 싶다하셔서 주
문했어요. 너무 슬프다고 하시네요.","어머니 읽고 싶다하셔서 주 
 문 했어요 . 슬프다고 하시네요 .",4,2025-02-17,2025-02
아프기도 하지만 잘 읽었습니다.,아프 기도 읽었습니다 .,4,2025-02-17,2025-02
과거가 현재를 구하고 죽은이가 산자를 구한다. 소년이 온다 한강이 우리 대한민국 국민들을 내란수괴의 킬링필드로부터 구했다!,과거 현재 구 죽은이가 산자 구한 . 소년 온다 한강 대한민국 국민 내란 괴 킬링필드 로부터 구 !,4,2025-02-17,2025-02
그때를 한번더 생각해 보게되었습니다.,그때 한번 생각 해 보게 되었습니다 .,4,2025-02-17,2025-02
긴 여운이 남는 책 입니다. 너무 좋아요.,긴 여운 남는 책 . 좋아요 .,4,2025-02-16,2025-02
가슴아픈 역사지만 기억하고,가슴 아픈 역사 지만 기억,4,2025-02-16,2025-02
선물용으로 또 샀어요~!,선물 용 샀어요 ~!,4,2025-02-16,2025-02
문장 하나하나가 소설이 아닌 시 같네요,문장 하나 하나 소설 아닌 시 같네요,4,2025-02-16,2025-02
좋아요 25년 함께 할 책이에요,좋아요 25년 함께 할 책 이에요,4,2025-02-15,2025-02
고등 아이가 읽는다고 샀어요.,고등 아이 읽는다고 샀어요 .,4,2025-02-15,2025-02
잊어서는 안 될 역사를 다시 한 번 끄집어 내주셔서 감사합니다.,잊어서는 안 될 역사 번 끄 집어 내주셔서 감사합니다 .,4,2025-02-15,2025-02
보면 눈물나는 책이에요 사실적으로 표현된 부분이 슬퍼요,보면 눈물나는 책 이에요 적 표현 된 부분 슬퍼요,4,2025-02-14,2025-02
동생 선물로 사줬는데 좋습니다.,동생 선물 사줬는데 좋습니다 .,4,2025-02-14,2025-02
좋은 책 감사히 잘 읽고 있어요,좋은 책 감사히 읽고 있어요,4,2025-02-14,2025-02
"무슨 말이 필요하리오~ ㅎㅎ
역사의식 부재의 세대들에게 강권하고픈...","무슨 말 필요하 리오 ~ 
 역사 의식 부재 세대 강권 하고픈",4,2025-02-14,2025-02
수상축하드립니다 . 추천,수상 축하 드립니다 . 추천,4,2025-02-14,2025-02
좋아요.......,좋아요 .......,4,2025-02-14,2025-02
1980년 광주의 봄은 처참했다. 그 영령들의 명복을 빕니다.,1980년 광주 봄 처참했다 . 영령 명복 빕니다 .,4,2025-02-13,2025-02
책 선물로 구매했어요.,책 선물 구매 했어요 .,4,2025-02-13,2025-02
"수 많은 감정이 교차하며 시간이 어떻게 지나갔다 모를 책
가슴 아픈 시절을 기억하며","많은 감정 교차 시간 어떻게 지나갔다 모를 책 
 가슴 아픈 시절 기억",4,2025-02-13,2025-02
한강작가님 책 최고예요,한강 작가 님 책 최고 예요,4,2025-02-13,2025-02
잘받았습니다 열심히 읽어볼께요,받았습니다 열심히 읽어 볼께요,4,2025-02-12,2025-02
아버님이 보고싶다고 하셔서 사드렸어요 ㅎ,아버님 보고싶다고 하셔서 사 드렸어요 ㅎ,4,2025-02-12,2025-02
모르는 것을 많이 알게되었어요.,모르는 알 게 되었어요 .,4,2025-02-12,2025-02
한번에 끝까지 읽을수없는 책. 과거가 현재를 구했어요. 감사합니다.,한번 끝 읽을수 없는 책 . 과거 현재 구 했어요 . 감사합니다 .,4,2025-02-12,2025-02
잘 읽었습니다. 생각이 많아집니다,읽었습니다 . 생각 많아집니다,4,2025-02-12,2025-02
책 재미있게 잘 읽었어요,책 재미있게 읽었어요,4,2025-02-12,2025-02
"아이가 읽고 싶다 해줘서 사줬어요
함께 읽고 있습니다~","아이 읽고 싶다 해줘서 사줬어요 
 함께 읽고 ~",4,2025-02-12,2025-02
읽어보고 싶었던 책 이엇는데 잘 읽었어요,읽어 보고 싶었던 책 엇 는데 읽었어요,4,2025-02-12,2025-02
꼭 한번 읽어 보고싶은 책이라 구입했어요.,꼭 한번 읽어 보고싶은 책 이라 구입 했어요 .,4,2025-02-11,2025-02
"몇 번이나 읽어도 매번 가슴아픈 이야기입니다
작가님의 문체와 특이한 시점 전개가 독자를 이야기 속으로 이끌어요
주변에 선물하기 좋아서 종종 구매해요","몇 번 이나 읽어도 매번 가슴 아픈 이야기 
 작가 님 문체 특이한 시점 전개 독자 이야기 속 이끌어요 
 주변 선물 좋아서 종종 구매 해요",4,2025-02-11,2025-02
뭔가 복잡한 책인 거 같아요,뭔가 복잡한 책 인 같아요,4,2025-02-11,2025-02
"독특한 문체와 전개 방식, 이루 말할 수 없는 아픔을 담담하게 써내려가서 더 고통이 있기도 했지만, 가슴에 걸린 덩어리가 시원해졌어요. 한껏 울고난 후의 그 느낌처람요.","독특한 문체 전개 방식 , 이루 말 할 없는 아픔 담담하게 써 내려가서 고통 있기도 했지만 , 가슴 걸린 덩어리 시원해졌어요 . 한껏 울 고난 후의 느낌 처람 요 .",4,2025-02-11,2025-02
숨이 막힙니다.. 그리고 처음 읽는 문체라 어렵네요,숨 막힙니다 처음 읽는 문체 라 어렵네요,1,2025-02-11,2025-02
영원히 기억될 책이네요,영원히 기억 될 책 이네 요,4,2025-02-11,2025-02
역시 .... 책자체는어둡지만 금방 몰입력 있게 읽히는 책,역시 .... 책 자체 어둡지만 금방 몰입 력 있게 읽히는 책,4,2025-02-10,2025-02
아이랑 같이 읽고있습니더,아이 랑 읽고있 습 니,4,2025-02-10,2025-02
한강의 소년이온다 드디어 읽어봅니다,한강 소년 온다 드디어 읽어 봅니다,4,2025-02-10,2025-02
자고 싶었는데 드디어 샀어요 열심히,자고 싶었는데 드디어 샀어요 열심히,3,2025-02-10,2025-02
한강 작가님 소설을 직접 만나서 영광입니다,한강 작가 님 소설 직접 만나서 영광,4,2025-02-09,2025-02
선물로 샀네요. 좋아하네요,선물 샀네요 . 좋아하네요,4,2025-02-09,2025-02
"노벨문학상 수상자 작품을 원서로 읽게 되다니^^
역사의 진실이 이제라도 더 밝혀지길","노벨문학상 수상자 작품 원서 읽게 되다니 ^^ 
 역사 진실 이제 라도 밝혀지길",4,2025-02-09,2025-02
느껴보지 못했던 고통과 이 글을 쓰면서 고통스러웠을 작가님이 대단하게 느껴집니다..!,느껴 보지 못 했던 고통 글 쓰면서 고통스러웠을 작가 님 대단하게 느껴집니다 ..!,4,2025-02-08,2025-02
노벨 문학상 수상자의 작품을 이제야 접하게 되었네요. 잘 숙독하여 이번 기회에 작가와의 교감을 나눠보고자 합니다. 빠른배송 감사합니다.,노벨 문학상 수상자 작품 이제야 접 되었네요 . 숙독 하여 이번 기회 작가 와의 교감 나눠 보고 자 . 빠른 배송 감사합니다 .,4,2025-02-08,2025-02
작가의 고통을 이렇게 읽게 되네요. 잘 읽었습니다.,작가 고통 이렇게 읽게 되네요 . 읽었습니다 .,4,2025-02-08,2025-02
한강 작가님 책 중에선 비교적 이해하기 쉬운 책. 문장 하나 하나가 가슴이 아파요.,한강 작가 님 책 중 에선 비교 적 이해 쉬운 책 . 문장 하나 하나 가슴 아파요 .,4,2025-02-08,2025-02
슬퍼요. 소설이지만 역사책 같은 느낌이 있어요,슬퍼요 . 소설 이지만 역사 책 같은 느낌 있어요,4,2025-02-08,2025-02
노벨문학상을 탄 한강 작가의 작품이 궁금해서 구입했어요,노벨문학상 탄 한강 작가 작품 궁금해서 구입 했어요,4,2025-02-07,2025-02
아주 좋은 책이에요,아주 좋은 책 이에요,4,2025-02-07,2025-02
편하고 행복하게 읽히는 책은 아니지만..,편하고 행복하게 읽히는 책 아니지만,4,2025-02-06,2025-02
도움되었어요 감사합니다,도움 되었어요 감사합니다,4,2025-02-06,2025-02
빠른 배송 감사합니다,빠른 배송 감사합니다,4,2025-02-06,2025-02
부모님이 읽고 싶다고 하셔서 샀어여,부모님 읽고 싶다고 하셔서 샀어여,4,2025-02-06,2025-02
아버지 선물로 구매한 책인데 마음에 들어하세요☺️,아버지 선물 구매 책 인데 마음 들어하세요,4,2025-02-06,2025-02
처음 읽기시작하는데.. 이미 재밌어요,처음 읽기시 작하는데 이미 재밌어요,4,2025-02-06,2025-02
마음에 들어요 재밌어요 감사합니다.,마음 들어요 재밌어요 감사합니다 .,4,2025-02-06,2025-02
선물용으로 구매했습니다. 저도 조만간 한권 더 사서 읽으려고요^^,선물 용 구매 했습니다 . 조만간 권 사서 읽으려고요 ^^,4,2025-02-06,2025-02
선물주려고 구매했는데 만족합니다,선물 주 려고 구매 했는데 만족합니다,4,2025-02-06,2025-02
잘읽었습니다. 한번쯤은 읽어봐야하는 책이라고 생각.,읽었습니다 . 한번 쯤 읽어 봐 야하는 책 이라고 생각 .,4,2025-02-05,2025-02
잼있게잘봤습니다 추천드림니다,잼 있게잘 봤습니다 추천 드림니다,4,2025-02-05,2025-02
읽는 내내 작가가 체험했을 내적 고통에 저 또한 안쓰러운 마음 뿐이었습니다. 그녀는 진정 위대한 작가입니다.,읽는 내내 작가 체험 했을 내적 고통 안쓰러운 마음 뿐이었습니다 . 그녀 진정 위대한 작가 .,4,2025-02-05,2025-02
"초5 딸이 구입해달라고 해서 사줬는데
휴식할때 읽기 괜찮다고 하네요","초 5 딸 구입 해달라고 사줬는데 
 휴식 할 때 읽기 괜찮다고 하네요",4,2025-02-05,2025-02
한강 작가님 작품으로 추천합니다.,한강 작가 님 작품 추천 .,4,2025-02-05,2025-02
"최고예요 노벨상

자랑스러워 요","최고 예요 노벨상 

 자랑스러워 요",4,2025-02-05,2025-02
중학생되는 아이 위해 선물용으로 구매했어요,중학생 되는 아이 위해 선물 용 구매 했어요,4,2025-02-05,2025-02
책 선물로 구입했는데 받은 분이 좋아해요,책 선물 구입 했는데 받은 분 좋아해요,4,2025-02-05,2025-02
어머니가 궁금해하셔서 구매했습니다,어머니 궁금해하셔서 구매 했습니다,4,2025-02-04,2025-02
슬프지만 이런 멋진 작품이 있어 다행이네요.,슬프지만 이런 멋진 작품 있어 다행 이네 요 .,4,2025-02-04,2025-02
죽은자가 산자를 구한다는 말. 절실합니다.,죽은 자가 산자 구 한다는 말 . 절실 .,4,2025-02-03,2025-02
작가님 하이띵!!!,작가 님 하이 띵 !!!,4,2025-02-03,2025-02
잘 읽었습니다!!!!!!,읽었습니다 !!!!!!,4,2025-02-03,2025-02
작가님과 동시대를 살아감이 감사,작가 님 동시 대 살아감이 감사,4,2025-02-03,2025-02
선물해드렸는데 좋아하세요,선물 해드렸는데 좋아하세요,4,2025-02-03,2025-02
열심히 읽는중! 다읽고 다시 한번 글 남길께요,열심히 읽는 중 ! 읽고 한번 글 남길께요,4,2025-02-03,2025-02
여러 번 읽어도 좋은 글인 것 같아요.,여러 번 읽어도 좋은 글 인 같아요 .,4,2025-02-03,2025-02
노벨문학상 작품 말할 필요가 없죠,노벨문학상 작품 말 할 필요 없죠,4,2025-02-03,2025-02
그 시절 잊지 말아야 할 기억들,시절 잊지 말아야 할 기억,4,2025-02-03,2025-02
집에서 조용히 읽고 싶은 책입니다,집 조용히 읽고 싶은 책,4,2025-02-02,2025-02
다시한번 일깨워준 의식을 다시 잡고 살아가야 겠습니다,한번 일 깨워 준 의식 잡고 살아가야 겠습니다,4,2025-02-02,2025-02
당일 배송으로 받았어요. 즐독 할게요^^,당일 배송 받았어요 . 즐독 할게요 ^^,4,2025-02-01,2025-02
베스트셀러여서 구매했습니다.,베스트셀러 여서 구매 했습니다 .,4,2025-02-01,2025-02
"펑펑 울었습니다. 각 인물 시점으로 상황, 심리 묘사되어 재밌었어요.","펑펑 울었습니다 . 각 인물 시점 상황 , 심리 묘사 되어 재밌었어요 .",4,2025-02-01,2025-02
읽는 내내 마음이 아팠던 책입니다,읽는 내내 마음 아팠던 책,4,2025-02-01,2025-02
생생한 표현력으로 몰입감 있게 봤습니다,생생한 표현 력 몰입 감 있게 봤습니다,4,2025-02-01,2025-02
뒤늦게 구매했습니다!,뒤늦게 구매 했습니다 !,4,2025-01-31,2025-01
한 번 읽어보려고 구매했습니다,번 읽어 보려고 구매 했습니다,4,2025-01-31,2025-01
작가님 책 정주행 중 입니다,작가 님 책 정 주행 중,4,2025-01-31,2025-01
늦게 읽어보게 되었습니다,늦게 읽어 보게 되었습니다,4,2025-01-31,2025-01
대한민국 국민 필독서,대한민국 국민 필독 서,4,2025-01-30,2025-01
역시 재미있어요~ 추천해요,역시 재미있어요 ~ 추천 해요,4,2025-01-30,2025-01
시대상을 반영한 명작이라하여 읽어보려 구매했어요,시대 상 반영 명작 이라 하여 읽어 보려 구매 했어요,3,2025-01-30,2025-01
재미있게 잘 읽었습니다 감사합니다,재미있게 읽었습니다 감사합니다,4,2025-01-30,2025-01
모든 분들이 꼭 한번은 읽으셨으면 하는 책입니다,모든 분 꼭 한번 읽으셨으면 책,4,2025-01-30,2025-01
읽기 너무 힘들다는 글이 많았는데 처음엔 생각보다 쉽게 읽혔어요. 나중엔 읽기 힘든 내용도 있었지만 글의 내용이 각자 다른 사람이 주인공이 되어 이야기가 전개되는게 색달랐어요.,읽기 힘들다는 글 많았는데 처음 엔 생각 쉽게 읽혔어요 . 나중 엔 읽기 힘든 내용 있었지만 글 내용 각자 다른 사람 주인공 되어 이야기 전개 되는게 색달랐어요 .,4,2025-01-29,2025-01
재미있어요. 잘 봤습니다.,재미있어요 . 봤습니다 .,4,2025-01-29,2025-01
너무 가슴이 먹먹해지는 내용입니다...,가슴 먹 먹 해지 내용,4,2025-01-29,2025-01
궁금했던 소설이라 구매했어요,궁금했던 소설 이라 구매 했어요,4,2025-01-28,2025-01
독서모임 책으로 선정됐어요,독서 모임 책 선정 됐어요,4,2025-01-28,2025-01
번역이 아닌 우리 한글로 노벨문학을 볼수 있어서 영광입니다,번역 아닌 한글 노벨 문학 볼수 있어서 영광,4,2025-01-28,2025-01
good good good,good good good,4,2025-01-28,2025-01
집사람이 사 달라고 한 책입니다.,집사람 사 달라 고 책 .,4,2025-01-27,2025-01
10년 전에 도서관에서 읽었는데 소장하고 싶어서 주문했습니다. 잘 읽겠습니다.,10년 전 도서관 읽었는데 소장 싶어서 주문 했습니다 . 읽겠습니다 .,4,2025-01-26,2025-01
작가님께 감사한 마음입니다,작가 님 께 감사한 마음,4,2025-01-26,2025-01
한강 작가님 책을 처음 읽어보고 싶다 하신 분께 선물하려고 구매했어요.,한강 작가 님 책 처음 읽어 보고 싶다 하신 분 께 선물 하려고 구매 했어요 .,4,2025-01-26,2025-01
말이 필요없는 작품이죠,말 필요없는 작품 죠,4,2025-01-26,2025-01
어머니가 요청 하셔서 구매 했는데 너무 만족했서료,어머니 요청 하셔서 구매 했는데 만족했서 료,4,2025-01-26,2025-01
문학적 상상력과 섬세한 묘사,문학 적 상상력 섬세한 묘사,4,2025-01-25,2025-01
역사를 잊지 말아야 하고 꼭 읽어야 하는 책입니다.,역사 잊지 말아야 꼭 읽어야 책 .,4,2025-01-25,2025-01
노벨문학상 직품을 원서로 읽는 날이 오는군요.,노벨문학상 직품 원서 읽는 날 오는군요 .,4,2025-01-24,2025-01
한강작가 책은 믿고 읽게 되었습니다,한강 작가 책 믿고 읽게 되었습니다,4,2025-01-24,2025-01
"와이프 보라고 사줬네요 ㅎ
좋아해서 굿!","와이프 보라 고 사줬네요 ㅎ 
 좋아해서 굿 !",4,2025-01-24,2025-01
"책 한권을 하루만에 읽어보긴 처음에요, 멈 출 수 없고 다양한 시점에 놀라고 내용에 놀라고 진짜 최고입니다. 한강 작가님.","책 권 하루 만에 읽어 보긴 처음 에요 , 멈 출 없고 다양한 시점 놀라고 내용 놀라고 진짜 최고 . 한강 작가 님 .",4,2025-01-24,2025-01
마지막 장이 심금을 울렸습니다,마지막 장이 심금 울렸습니다,4,2025-01-24,2025-01
광주 5.18 배경으로 6명의 인물들의 시점으로 이뤄진 소설입니다. 문장마다 묘사하는 것이 생생해서 마음이 아팠습니다. 특히 1장을 눈물을 흘리면서 읽었어요..추천합니다!!,광주 5.18 배경 6 명의 인물 시점 이뤄진 소설 . 문장 마다 묘사 생생해서 마음 아팠습니다 . 특히 1 장 눈물 흘리면서 읽었어요 추천 !!,4,2025-01-24,2025-01
