review,clean_review,rating,date,year_month
좋은 글을 항상 긴 여운을 준다,좋은 글 긴 여운 준다,5,2025-02-21,2025-02
노벨상 받은 한강 작가의 책이 읽어보고 싶어서 구매했어요. 이북이라 저렴해서 좋아요,노벨상 받은 한강 작가 책 읽어 보고 싶어서 구매 했어요 . 이북 이라 저렴해서 좋아요,5,2025-02-21,2025-02
죽은 사람이 산 사람을 살리러 왔다.,죽은 사람 산 사람 살리러 왔다 .,5,2025-02-21,2025-02
"기대하던 작품, 꼭 읽어야할 작품!","기대하던 작품 , 꼭 읽어 야할 작품 !",5,2025-02-20,2025-02
지금 죽은 이의 덕을 본 산자들이 죽은 이를 역보이고 있습니다,지금 죽은 이의 덕 본 산자 죽은 이를 역 보이 고,5,2025-02-20,2025-02
문장 하나하나가 참 좋음,문장 하나 하나 참 좋음,5,2025-02-20,2025-02
많은 분들이 읽길 바라는 소설,많은 분 읽길 바라는 소설,5,2025-02-20,2025-02
"6년 전에 대출해서 읽었는데, 소장해서 다시 읽고 싶어 구매했어요.","6년 전 대출 읽었는데 , 소장 읽고 싶어 구매 했어요 .",5,2025-02-19,2025-02
"518관련서적은 처음이다
동영상으로만 보았던 그때 그사건","518 관련 서적 처음 
 동영상 으로만 보았던 그때 사건",5,2025-02-19,2025-02
가슴이 먹먹하다. 단어 한자한자 내려 가기가 너무 힘이 들었다. 미안합니다. 감사합니다.,가슴 먹 먹하다 . 단어 한자 한자 내려 가기 힘 들었다 . 미안합니다 . 감사합니다 .,5,2025-02-19,2025-02
우리가 잊고지냇던 그시절아픔을 승화시킨 책,잊고지 냇던 시절 아픔 승화 시킨 책,5,2025-02-19,2025-02
아직 읽지않았지만 기대하고있습니딘,아직 읽지 않았지만 기대하고있 습 니 딘,5,2025-02-19,2025-02
많은 사람들이 보았으면 하는 책 입니다.,많은 사람 보았으면 책 .,5,2025-02-18,2025-02
뭔가 문체가 잔잔하며 음울하며 표현들이 좋았다.. 역시 문학이란 이런것..,뭔가 문체 잔잔하며 음울하며 표현 좋았다 역시 문학 이란 이런것,5,2025-02-18,2025-02
아직 아껴서 읽고 있어요,아직 아껴서 읽고 있어요,5,2025-02-17,2025-02
채식주의자에 이어서 소년이 온다 읽습니다. 아직 초반부분 읽고있는데 좋네요,채식주의자 이어서 소년 온다 읽습니다 . 아직 초반 부분 읽고있는데 좋네요,5,2025-02-17,2025-02
꼭 읽어보고 싶었다,꼭 읽어 보고 싶었다,5,2025-02-17,2025-02
미안합니다. 고맙습니다.,미안합니다 . 고맙습니다 .,5,2025-02-15,2025-02
워낙 유명한분이라,워낙 유명한 분 이라,5,2025-02-15,2025-02
오랫만에 종이책 구매했는데 아이와 같이 돌려 읽어 보니 좋네요,오랫 종이 책 구매 했는데 아이 돌려 읽어 보니 좋네요,5,2025-02-15,2025-02
추필사하기에도 좋은 책입니다.추천합니다.,추 필사 하기에도 좋은 책 . 추천 .,5,2025-02-15,2025-02
많은 생각을 하게 해 주는 소설..,많은 생각 해 주는 소설,5,2025-02-14,2025-02
우리는 5.18의 기억을 잃어가고 있다. 더이상 정쟁의 도구가 안되었으면 한다.,5.18 기억 잃어가고 있다 . 이상 정 쟁의 도구 안되었으면 한다 .,5,2025-02-12,2025-02
광주의 대해서 알게 되어서 좋네요,광주 대해 서 알 게 되어서 좋네요,5,2025-02-12,2025-02
한강님의 문장은 섬세하고 강인하다.,한강 님 문장 섬세하고 강인하다 .,5,2025-02-12,2025-02
과거가 현재를 살릴 수 있을까? 죽은자가 산자를 구할 있을까? 이말이 이해되기 시작했다.,과거 현재 살릴 있을까 ? 죽은 자가 산자 구 할 있을까 ? 말 이해 되기 시작 .,5,2025-02-11,2025-02
작년에 읽고 다시 집어든 책. 또 읽어도 좋습니다,작년 읽고 집어든 책 . 읽어도 좋습니다,5,2025-02-10,2025-02
노벨 문학상 작품을 원서로 읽기,노벨 문학상 작품 원서 읽기,5,2025-02-10,2025-02
많은 책을 접하지 못했던 저도 글의 힘을 느낄 수 있었던 책입니다,많은 책 접 하지 못 했던 글 힘 느낄 있었던 책,5,2025-02-10,2025-02
"한장 한장 넘길때마다 가슴이 먹먹해지는, 모든 국민이 읽어야 하는 책.","한장 한장 넘길 때 마다 가슴 먹 먹 해지 , 모든 국민 읽어야 책 .",5,2025-02-10,2025-02
마음이 끝없이 무거워진다,마음 끝없이 무거워진다,5,2025-02-10,2025-02
읽는 내내 마음이 먹먹하고 슬펐다...,읽는 내내 마음 먹 먹하고 슬펐다,5,2025-02-09,2025-02
"잘 봤습니다.
감사합니다.
정말 소년이 오는군요...저에게로~","봤습니다 . 
 감사합니다 . 
 소년 오는군요 ~",5,2025-02-08,2025-02
"한강작사의 명도서.
잊지말자 518","한강 작사 명도 서 . 
 잊지말자 518",5,2025-02-07,2025-02
내용은 아파도 문장은 아름답네요,내용 아파도 문장 아름답네요,5,2025-02-07,2025-02
한강작가님 작품중 처음입니다~ 잘 읽겠습니다~~,한강 작가 님 작품 중 처음 ~ 읽겠습니다,5,2025-02-07,2025-02
눈은 강렬해지고 코 끝이 시려지며 가슴이 뜨거워지는 책,눈 강렬해지고 코 끝 시려지며 가슴 뜨거워지는 책,5,2025-02-07,2025-02
"잊지 말아야 할 우리의 역사
함부로 왜곡할 수 없는 과거의 이야기","잊지 말아야 할 역사 
 함부로 왜곡 할 없는 과거 이야기",5,2025-02-07,2025-02
재미있어요 도움이 됩니다. 추천합니다,재미있어요 도움 됩니다 . 추천,5,2025-02-07,2025-02
좋아요 도움이 됩니다. 추천합니다,좋아요 도움 됩니다 . 추천,5,2025-02-07,2025-02
가슴이 먹먹해 오는 소설이네요.,가슴 먹 먹해 오는 소설 이네 요 .,5,2025-02-07,2025-02
누구누구의 이야기가 아닌 잊지 말아야할 우리의 이야기,누구 누구 이야기 아닌 잊지 말 아 야할 이야기,5,2025-02-06,2025-02
요즘 같은 시대에도 꼭 읽어야 할 도서,같은 시대 에도 꼭 읽어야 할 도서,5,2025-02-06,2025-02
한권은 제가 소장하고 한권은 선물로 ...!,권 소장 권 선물 ...!,5,2025-02-06,2025-02
"불편한 사실을 눈 앞에 마주하는 것은 힘들다.
그러나, 마주해야 한다. 1980년 그때를","불편한 눈 앞 마주 힘들다 . 
 , 마주 해야 한다 . 1980년 그때",5,2025-02-06,2025-02
"핀셋처럼 뜯어보는 역사
너무나 많은 사람이 죽었다","핀셋 뜯어 보는 역사 
 너무나 많은 사람 죽었다",5,2025-02-06,2025-02
과거가 현재를 구할 수 있는가에대한 한강작가의 대답이 들어있는책! 제발 모든 사람이 읽으면,과거 현재 구 할 있는가에 대한 한강 작가 대답 들어있는 책 ! 제발 모든 사람 읽으면,5,2025-02-05,2025-02
역시 한강 작가님이네요 ㅠㅠ,역시 한강 작가 님 이네 요,5,2025-02-05,2025-02
모든 사람들이 이 책을 읽었으면 좋겠습니다.,모든 사람 책 읽었으면 좋겠습니다 .,5,2025-02-04,2025-02
수많은 사람들의 목숨으로 지켜낸  대한민국은 국민의 것임을 권력자들은 반드시 알라!!,수많은 사람 목숨 지켜 낸 대한민국 국민 것임 권력자 반드시 알라 !!,5,2025-02-04,2025-02
읽는 내내 마음이 아팠습니다.,읽는 내내 마음 아팠습니다 .,5,2025-02-03,2025-02
읽고나서 한참을 생각했습니다. 마음이 먹먹했습니다 많은 분들이 읽어봤으면 좋겠습니다~~!!,읽고나서 한참 생각 했습니다 . 마음 먹 먹 했습니다 많은 분 읽어 봤으면 좋겠습니다 ~~!!,5,2025-02-03,2025-02
한번은 읽어보아야 할 책. 소장용으로 구매했어요.,한번 읽어 보아 야 할 책 . 소 장용 구매 했어요 .,5,2025-02-02,2025-02
잔인하고 아름다운 글,잔인하고 아름다운 글,5,2025-02-02,2025-02
심장 아플 정도로 압도되는 책,심장 아플 정도 압도 되는 책,5,2025-02-02,2025-02
아프지만 직면해야하는 현실,아프지만 직면 해야하는 현실,5,2025-02-02,2025-02
다양한 관점에서 느끼는 생각과 감정을 잘 표현해준 책입니다. 읽어보심 좋은 책입니다!,다양한 관점 느끼는 생각 감정 표현 해준 책 . 읽어 보심 좋은 책 !,5,2025-02-02,2025-02
분위기의 몰입감이 뛰어납니다,분위기 몰입 감 뛰어납니다,5,2025-02-02,2025-02
마지막엔 가슴이 먹먹해 책장 넘기기가 힘들었습니다. 잊지 말아야겠습니다.,마지막 엔 가슴 먹 먹해 책장 넘 기기 힘들었습니다 . 잊지 말아야겠습니다 .,5,2025-02-02,2025-02
"한강 작가님의 노벨상을 진심으로 축하드리고, 자랑스럽습니다","한강 작가 님 노벨상 진심 축하 드리고 , 자랑스럽습니다",5,2025-02-01,2025-02
어머니에 슬픔이 한 가정에 슬픔이 절절히 느껴져 얼마나 울얼는지.모르겠네요.. 국,어머니 슬픔 가정 슬픔 절절 히 느껴져 얼마나 울 얼는지 . 모르겠네요 국,5,2025-02-01,2025-02
한강 작가님 존경합니다.,한강 작가 님 존경 .,5,2025-02-01,2025-02
책이 좀 재미진 책은 아니지만 괜찮아요,책 재미 진 책 아니지만 괜찮아요,5,2025-02-01,2025-02
마음 아픈 이야기지만 읽어야하는 이야기입니다,마음 아픈 이야기 지만 읽어 야하는 이야기,5,2025-02-01,2025-02
좋아요~ 추천!!,좋아요 ~ 추천 !!,5,2025-01-31,2025-01
감명깊게 잘 읽었습니다,감명 깊게 읽었습니다,5,2025-01-30,2025-01
아버지가 궁금해하셔서 선물 드렸어요 잘읽히네요,아버지 궁금해하셔서 선물 드렸어요 읽히네요,5,2025-01-30,2025-01
"알고있는 내용이지만 한줄한줄 곱씹어읽어야만 ,그래야될거같은 경건한책","알고있는 내용 이지만 줄 줄 곱씹어 읽어야만 , 래야 될거 같은 경건한 책",5,2025-01-30,2025-01
사 놓고 아직 못 읽고 있습니다.,사 놓고 아직 못 읽고 .,5,2025-01-30,2025-01
"누군가의 희생으로 지금의 우리가 있음을 잊지말아야,,,","누군가 희생 지금 있 음 잊지말아야 ,,,",5,2025-01-30,2025-01
그 소년을 다시 만나는 그 곳이 바로 한강 선생님의 작품입니다.,소년 만나는 곳 바로 한강 선생님 작품 .,5,2025-01-29,2025-01
"이 책 덕분에 많이 반성하게 되었습니다, 새해에 정말 좋은 선물을 받았습니다, 행복합니다~","책 덕분 반성 되었습니다 , 새해 좋은 선물 받았습니다 , 행복합니다 ~",5,2025-01-29,2025-01
잘 받았습니다. 재밋게 볼수 있을것 같네요.,받았습니다 . 재밋 게 볼수 있을것 같네요 .,5,2025-01-29,2025-01
"잔잔하다.
잘 읽어진다.","잔잔하다 . 
 읽어진다 .",5,2025-01-29,2025-01
"사실이라 믿기 어려울 정도의 처참한 역사를, 우리는 반드시 기억해야만 한다.","이라 믿기 어려울 정도 처참한 역사 , 반드시 기억 해야만 한다 .",5,2025-01-28,2025-01
그때 그곳에 있었던 사람들을 기리며… 읽는 내내 가슴이 먹먹해졌던 글이었습니다.,그때 곳 있었던 사람 기리 며 읽는 내내 가슴 먹 먹해 졌던 글 이었습니다 .,5,2025-01-28,2025-01
작가의 고민이 느껴집니다. 힘들었을 그 때가 눈앞에 그려져 너무 마음이 아프네요.,작가 고민 느껴집니다 . 힘들었을 때 눈앞 그려져 마음 아프네요 .,5,2025-01-28,2025-01
"감히 헤아릴 수 없는 존귀한 마음을 간접적이나마 접할 수 있어 죄송하
고 감사드립니다.","감히 헤아릴 없는 존귀 마음 간접 적 이나마 접 할 있어 죄송하 
 고 감사 드립니다 .",5,2025-01-27,2025-01
슬픈 역사를 알게 되었습니다. 꼭 읽어야합니다.,슬픈 역사 알 게 되었습니다 . 꼭 읽어 야합니다 .,5,2025-01-27,2025-01
아무것도 모른채 막연히 5.18 광주 민주화 운동을 기념하던 내가 너무 부끄러워졌다.,아무 모른 채 막연히 5.18 광주 민주화 운동 기념 하던 내 부끄러워졌다 .,5,2025-01-25,2025-01
왜 노벨문학상 받으셨는지 알겠네요. 읽을 수 있게 해주셔서 감사하고 고맙습니다.,왜 노벨문학상 받으셨는지 알겠네요 . 읽을 있게 해주셔서 감사하고 고맙습니다 .,5,2025-01-25,2025-01
다시는 없기를 다시는,다시는 없기를 다시는,5,2025-01-22,2025-01
기대하며 읽는 책 이예요,기대하며 읽는 책 이예 요,5,2025-01-21,2025-01
"소년들이 있었기에 오늘 우리가 존재할수 있습니다.
고개숙여 감사드립니다.","소년 있었기에 오늘 존재 할수 . 
 고개 숙여 감사 드립니다 .",5,2025-01-21,2025-01
여러개의 시점이 모여있는 하나의 사건을 세세하게 볼수있는 책,여러 개 시점 모여있는 하나 사건 세세하게 볼수있는 책,5,2025-01-21,2025-01
시대의 아픔을 문학적으로 그려내서  그 시대를 살지않은 사람들도 그 아픔을 느끼게 함,시대 아픔 문학 적 그려내서 시대 살 지 않은 사람 아픔 느끼게 함,5,2025-01-20,2025-01
한강 작가의  노벨상 수상을 계기로 책의 위대함을 다시 한번 느끼며 한강작가의 책을 읽었다,한강 작가 노벨상 수상 계기 책 위대함을 한번 느끼며 한강 작가 책 읽었다,5,2025-01-20,2025-01
역사에 무지했던게 부끄럽다는 생각과 마음이 너무 안좋지만 다시 한번 천천히 읽고 싶은 책,역사 무지했던게 부끄럽다는 생각 마음 안좋지만 한번 천천히 읽고 싶은 책,5,2025-01-20,2025-01
이 복잡한 시기에 우리가 다시금 읽으며 되새겨야할 민주주의,복잡한 시기 다시금 읽으며 되새겨 야할 민주주의,5,2025-01-20,2025-01
처음 읽을 때도 눈물이 나서 한참을 울었는데 다시 읽을 때도 또 울게될거 같다.,처음 읽을 때 눈물 나서 한참 울었는데 읽을 때 울 게 될거 같다 .,5,2025-01-20,2025-01
좋은 책 감사드립니다,좋은 책 감사 드립니다,5,2025-01-19,2025-01
"덤덤하게 읽으려 했으나, ...,","덤덤하게 읽으려 했으나 , ...,",5,2025-01-19,2025-01
역시 한강작가님 표현력은 이루 말할수 없네요,역시 한강 작가 님 표현 력 이루 말 할수 없네요,5,2025-01-18,2025-01
역시 한강작가님 표현력은 이루 말할수 없네요,역시 한강 작가 님 표현 력 이루 말 할수 없네요,5,2025-01-18,2025-01
노벨상 받은 작품이라 사게 되었는데 마음 아프고 그러네요,노벨상 받은 작품 이라 사게 되었는데 마음 아프고 그러네요,5,2025-01-17,2025-01
"한강작가님 작품 중에 처음으로 읽은 소설
무거운 소재인데 집중이 잘 되어요","한강 작가 님 작품 중 처음 읽은 소설 
 무거운 소재 인데 집중 되어요",5,2025-01-17,2025-01
너무 마음이 아픕니다 노벨상이네요,마음 아픕니다 노벨상 이네 요,5,2025-01-16,2025-01
잊지 말아야 할 역사의 한 장면을 정면으로 마주하고 거침없이 파고들어간 역작,잊지 말아야 할 역사 장면 정면 마주 거침 없이 파고들 어간 역작,5,2025-01-15,2025-01
꼭 읽어야 할 ㅊ ㅐㄱ,꼭 읽어야 할 ㅊ ㅐㄱ,5,2025-01-14,2025-01
한강 작가님의 생각을 알아 볼 수 있는 책,한강 작가 님 생각 알 아 볼 있는 책,5,2025-01-14,2025-01
읽어보고 싶은 책 꼭 읽어야 하는 책,읽어 보고 싶은 책 꼭 읽어야 책,5,2025-01-14,2025-01
한강작가의 소설 중에 반드시 꼭 봐야하는 책입니다!,한강 작가 소설 중 반드시 꼭 봐 야하는 책 !,5,2025-01-14,2025-01
읽으며 마음이 아팠습니다.,읽으며 마음 아팠습니다 .,5,2025-01-13,2025-01
감히 그 고통을 헤아릴 수가 있을까,감히 고통 헤아릴 수가 있을까,5,2025-01-13,2025-01
"읽으면서 너무 힘들었지만, 오히려 그래서 한국인이라면 꼭 봐야 할 책이라 생각합니다.","읽으면서 힘들었지만 , 오히려 한국인 라면 꼭 봐야 할 책 이라 생각 .",5,2025-01-12,2025-01
심장이 저릿하고 아프다,심장 저릿하고 아프다,5,2025-01-12,2025-01
"가슴이 먹먹해지네
슬픔으로 가득찬 
내용이라서 
끝까지 읽기가
쉽지가 않네요","가슴 먹 먹해 지네 
 슬픔 가득 찬 내용 이라서 끝 읽기가 
 쉽지가 않네요",5,2025-01-12,2025-01
유명한 책이라 오래 기다려서 받았어요. 꼭 읽을게요.,유명한 책 이라 오래 기다려서 받았어요 . 꼭 읽을게요 .,5,2025-01-12,2025-01
재밌게 잘보고 있어요~~~,재밌게 보고 있어요 ~~~,5,2025-01-12,2025-01
책장을 넘기기 힘든 적은 처음이었다.,책장 넘기기 힘든 적은 처음 이었다 .,5,2025-01-11,2025-01
역사는 반복된다고 했던가요.. 최근 일을 보며 다시 읽으니 많은 생각을 하게 하네요,역사 반복 된다고 했던가요 최근 일 보며 읽으니 많은 생각 하네요,5,2025-01-11,2025-01
마음 아파서 읽어나가기 힘들어요. 그렇지만 꼭 읽어내야해요.,마음 아파서 읽어 나가기 힘들어요 . 그렇지만 꼭 읽어내 야해요 .,5,2025-01-11,2025-01
마음 아파서 읽어나가기 힘들어요. 그렇지만 꼭 읽어내야해요.,마음 아파서 읽어 나가기 힘들어요 . 그렇지만 꼭 읽어내 야해요 .,5,2025-01-11,2025-01
한 번에 읽기 힘든 책이네요. 너무 아파요.,번 읽기 힘든 책 이네 요 . 아파요 .,5,2025-01-10,2025-01
열심히 읽어보겠습니다,열심히 읽어 보겠습니다,5,2025-01-10,2025-01
많이 읽어봤으면좋겠어요,읽어 봤으면 좋겠어요,5,2025-01-10,2025-01
너무나 힘들게 읽었습니다. 책 한 권 다 읽기가 이렇게 어려울줄은..,너무나 힘들게 읽었습니다 . 책 권 읽기가 이렇게 어려울줄은,5,2025-01-10,2025-01
휴지를 꽉 붙잡고 독서..,휴지 꽉 붙잡고 독서,5,2025-01-10,2025-01
역시 노벨상의 저력 한강입니다!!!,역시 노벨상 저력 한강 !!!,5,2025-01-08,2025-01
"한강작가님 책 너무 궁금해서 읽어봅니다. 
한 장 한 장 넘길때 마다 너무 가슴이 아파요.",한강 작가 님 책 궁금해서 읽어 봅니다 . 장 장 넘길 때 마다 가슴 아파요 .,5,2025-01-08,2025-01
그저..... 가슴이 너무아파서...  책을 덮고선  눈물에 불어터진 내 얼굴을 봤다,그저 ..... 가슴 너 무아 파서 책 덮고선 눈물 불어 터진 내 얼굴 봤다,5,2025-01-08,2025-01
우리가 꼭 알아야할 역사를 다시금 되짚어보며 잊지않도록 잘읽겠습니다,꼭 알 아 야할 역사 다시금 되 짚어 보며 잊지 않도록 읽겠습니다,5,2025-01-07,2025-01
잘 받았어요. 잘 읽어보도록 할께요,받았어요 . 읽어 보도록 할께요,5,2025-01-07,2025-01
마음이 저민 느낌이 아직도..,마음 민 느낌 아직도,5,2025-01-07,2025-01
소장하고 싶어서 구매했어요~^^,소장 싶어서 구매 했어요 ~^^,5,2025-01-07,2025-01
노벨상 원서라 소장해봅니다.,노벨상 원서 라 소장 해봅니다 .,5,2025-01-07,2025-01
휴지 조각이 젖고 마르기를 반복하며 읽었다.,휴지 조각 젖고 마르 기를 반복 읽었다 .,5,2025-01-06,2025-01
슬프지만 읽어보길 잘했어요,슬프지만 읽어 보길 했어요,5,2025-01-06,2025-01
대한민국 국민이라면 한번쯤 읽어봐야 할 책,대한민국 국민 라면 한번 쯤 읽어 봐야 할 책,5,2025-01-06,2025-01
좋아요. 적극 추천합니다.,좋아요 . 적극 추천 .,5,2025-01-06,2025-01
눈물이 멈추지 않는다.,눈물 멈추지 않는다 .,5,2025-01-05,2025-01
아직 몇 페이지 펼치지 않았는데 앞으로 전개가 기대되네요. 현실과 오버랩되어서 먹먹하기도.,아직 몇 페이지 펼치지 않았는데 앞 전개 기대 되네요 . 현실 오버 랩 되어서 먹 먹하 기도 .,5,2025-01-05,2025-01
참으로 아픈 과거지만 잊지 말아야 할 과거입니다.,참으로 아픈 과거 지만 잊지 말아야 할 과거 .,5,2025-01-05,2025-01
어려워서 여러번 봐야 겠어요,어려워서 여러 번 봐야 겠어요,5,2025-01-04,2025-01
2024년 11월에 이 책을 읽은 내가 레전드. 죽은 자가 산 자를 구할 수 있는가,2024년 11월 책 읽은 내 레전드 . 죽은 자가 산 자를 구 할 있는가,5,2025-01-04,2025-01
꽁꽁 얼어붙은 한강의 위로,꽁꽁 얼어붙은 한강 위로,5,2025-01-04,2025-01
"노벨문학상 작가 작품
시대상을 잘 표현 했네요","노벨문학상 작가 작품 
 시대 상 표현 했네요",5,2025-01-03,2025-01
읽기까지 용기가 필요했던.!,읽기까지 용기 필요했던 .!,5,2025-01-03,2025-01
"울컥해서 넘어가기 어려운 한 장, 한 장임에도 우리는 눈물을 삼키며 읽어야만 한다.","울컥 넘어가기 어려운 장 , 장임 에도 눈물 삼키며 읽어야만 한다 .",5,2025-01-03,2025-01
재미있게 잘 봤습니다.,재미있게 봤습니다 .,5,2025-01-03,2025-01
좋은 작품 감사합니다,좋은 작품 감사합니다,5,2025-01-02,2025-01
모두가 기억해야 하는 이야기,모두 기억 해야 이야기,5,2025-01-02,2025-01
한강 작가님의 작품 추천,한강 작가 님 작품 추천,5,2025-01-02,2025-01
신속한 배달에 친구에게 선물하기 재구입 했습니다.감사합니다^^,신속한 배달 친구 선물 재 구입 했습니다 . 감사합니다 ^^,5,2025-01-02,2025-01
마음아프지만 꼭 읽어봐야하는 책 입니다,마음 아프지만 꼭 읽어 봐 야하는 책,5,2025-01-01,2025-01
대한민국 사람이라면 결코 잊고살아갈수 없는날 !그날을 기억하라,대한민국 사람 라면 결코 잊고 살아갈수 없는 날 ! 그날 기억 하라,5,2025-01-01,2025-01
너무 슬프지만 꼭 읽어봐야 하는 책이 아닐까 합니다.,슬프지만 꼭 읽어 봐야 책 아닐까 .,5,2025-01-01,2025-01
한강작가님의 대표작 중 입문서라고도 불리는 소년이 온다를 읽고 지인에게도 선물하였습니다.,한강 작가 님 대표 작 중 입문 서라고도 불리는 소년 온다를 읽고 지인 에게도 선물 하였습니다 .,5,2025-01-01,2025-01
마음이 마른풀 같은데 눈물은 나네요. 그 소년이 맘편히 갈 수 있는 방법은 집단기억,마음 마른 풀 같은데 눈물 나네요 . 소년 맘 편히 갈 있는 방법 집단 기억,5,2025-01-01,2025-01
지금의 평화가 얼마나 소중한지 알게 만들어주는 책,지금 평화 얼마나 소중한지 알 게 만들어주는 책,5,2025-01-01,2025-01
"외면 말고 당당하게 ""마주 서기""해야 진정 극복할 수 있다","외면 말고 당당하게 "" 마주 서기 "" 해야 진정 극복 할 있다",5,2025-01-01,2025-01
새해와 함께 지금 더더욱 읽어야만 하는 이야기,새해 함께 지금 읽어야만 이야기,5,2025-01-01,2025-01
청소년들에게 적극 추천합니다.,청소년 적극 추천 .,5,2024-12-31,2024-12
"한강작가님의 노벨상수상에대해 축하하는맘으로
가족모두 읽어봤네요~","한강 작가 님 노벨상 수상 대해 축하 맘 
 가족 모두 읽어 봤네요 ~",5,2024-12-31,2024-12
잊지 말아야할 이야기,잊지 말 아 야할 이야기,5,2024-12-31,2024-12
지극히 고통스럽고 숨막히더라도 알아야만 하는 광주의 시간,지극히 고통스럽고 숨막히더라도 알아야만 광주 시간,5,2024-12-29,2024-12
원어로 읽을 수 있어 다행이라고 생각해요,원 어로 읽을 있어 다행 이라고 생각 해요,5,2024-12-28,2024-12
여러사람들 시점으로 쓰여있습니다. 그날의 아픔이 마음에 잔잔히 와 닿습니다.,여러 사람 시점 쓰여있습니다 . 그날 아픔 마음 잔잔히 닿습니다 .,5,2024-12-28,2024-12
역사를 바로 알아야 똑같은 비극이 되풀이되지않습니다. 그날의 증언과 진실 그리고 아픔,역사 바로 알아야 똑같은 비극 되풀이 되지 않습니다 . 그날 증언 진실 아픔,5,2024-12-28,2024-12
어머니가 읽고 싶다해서 한권 더 구매,어머니 읽고 싶다 권 구매,5,2024-12-28,2024-12
요즘 시기에 적절한 책이에요,시기 적절한 책 이에요,5,2024-12-28,2024-12
좋아요 만족합니다 굿이네요,좋아요 만족합니다 굿 이네 요,5,2024-12-27,2024-12
한강 작가님의 수상을 축하하는 마음으로 구매했습니다.,한강 작가 님 수상 축하 마음 구매 했습니다 .,5,2024-12-27,2024-12
작가님 말씀대로 과거가 현재를 구할 수 있는가에 대한 해답이 담겨있네요.,작가 님 말씀 대로 과거 현재 구 할 있는가에 대한 해답 담겨있네요 .,5,2024-12-27,2024-12
좋은 책입니다. 표현이 와일드하지만 아름답습니다.,좋은 책 . 표현 와일드 하 지만 아름답습니다 .,5,2024-12-27,2024-12
아이 학원 필독서라 같이 읽으려고 구매했어요~,아이 학원 필 독서 라 읽으려고 구매 했어요 ~,5,2024-12-26,2024-12
아내가 좋아해요. 노벨문학상 한강 작가 도서 보기 입문작,아내 좋아해요 . 노벨문학상 한강 작가 도서 보기 입문 작,5,2024-12-26,2024-12
"어떤 말로, 무슨 평을 할 수 있을까?
그저 작가가 전하는 그 순간들을 생생히 경험하다.","어떤 말로 , 무슨 평 할 있을까 ? 
 그저 작가 전하 순간 생생히 경험 하다 .",5,2024-12-26,2024-12
"아프게 읽어 내려간 책, 모두 꼭 보셨으면 좋겠습니다.","아프게 읽어 내려간 책 , 모두 꼭 보셨으면 좋겠습니다 .",5,2024-12-25,2024-12
광주의 그 날... 우리 모두 기억해요,광주 날 모두 기억 해요,5,2024-12-25,2024-12
읽는 내내 가슴의 먹먹함이 지워지지 않네요...,읽는 내내 가슴 먹 먹 함 지워지지 않네요,5,2024-12-25,2024-12
동시대를 살아왔지만 이 책을 통해 그곳의 아픔을 뼈 시리게 느꼈습니다,동시 대 살아왔지만 책 통해 곳 아픔 뼈 시리 게 느꼈습니다,5,2024-12-25,2024-12
아직 못 읽었는데 기대됩니다,아직 못 읽었는데 기대 됩니다,5,2024-12-24,2024-12
한번쯤 읽어봐야할 책,한번 쯤 읽어 봐 야할 책,5,2024-12-23,2024-12
한강님책은 무조건 읽어야죠 번역본도 아니고 원서니 당연한거아니겠습니까,한강 님 책 무조건 읽어야죠 번역본 아니고 원서 니 당연한거아니겠습니까,5,2024-12-23,2024-12
미루고 미루다 더이상 미룰 수 없어 읽기로 마음 먹은 책. 같이 읽어요.,미루고 미루다 이상 미룰 없어 읽기로 마음 먹은 책 . 읽어요 .,5,2024-12-23,2024-12
글에서 생명력이 느껴지는 것 같은 한강작가의 뛰어난 표현력이 돋보이는 책!,글 생명력 느껴지는 같은 한강 작가 뛰어난 표현 력 돋보이는 책 !,5,2024-12-23,2024-12
눈물을 닦아도 곧바로 다시 차올라서 글자들이 흔들려요 그래서 못읽어요,눈물 닦아도 곧바로 차올라서 글자 흔들려요 못 읽어요,5,2024-12-23,2024-12
마음이 아프지만 대한민국 국민이라면 읽어야 할 책,마음 아프지만 대한민국 국민 라면 읽어야 할 책,5,2024-12-22,2024-12
역사적 사실 더하기 어떤 인간으로 살것인가…인간의 본질에 대해 깊이 생각하게 하는 책,역사 적 더하기 어떤 인간 살것인가 인간 본질 대해 깊이 생각 책,5,2024-12-22,2024-12
몰입도 최강의 ... 역시나 라는 생각이 든다. 책을 열때보다 닫을때 더 감탄하게된다,몰입도 최강 역시 나 라는 생각 든다 . 책 열 때 닫을 때 감탄 된다,5,2024-12-22,2024-12
2024.12.3.계엄의 날 ♡우리를 살린 것은 '소년이 온다'였습니다. 죽은자가 산자,2024.12 . 3 . 계엄 날 살린 ' 소년 온다 ' 였습니다 . 죽은 자가 산자,5,2024-12-21,2024-12
"좋아요. 필체도 독특하고
추천합니다","좋아요 . 필체 독특하고 
 추천",5,2024-12-20,2024-12
5.18은 마치 가정폭력 같다. 믿고 의지했던 가장에게 끝임없이 두들겨 맞고 유린되다가 죽,5.18 마치 가정폭력 같다 . 믿고 의지 했던 가장 끝임 없이 두 겨 맞고 유린 되다가 죽,5,2024-12-20,2024-12
너무 힘들고 많이 울었습니다. 그치만 모두가 봐야하는 이야기입니다.,힘들고 울었습니다 . 그치만 모두 봐 야하는 이야기 .,5,2024-12-20,2024-12
