review,rating,date
기대하면 읽었는데 잘 읽었습니다,4,2025.01.16
어머니 선물드리려고 구매했어요,4,2025.01.16
시간가는줄 모르고 재밌게 읽었습니다,4,2025.01.16
아이도 같이 읽어요,4,2025.01.16
한강 작가 작품 다 읽어보려고요,4,2025.01.16
선물 받는분이 무척 좋아하네요,4,2025.01.16
추천받아 읽었는데 재밌습니다,4,2025.01.16
5.18의 잔혹함과 무자비함을 책으로 다시금 이해할수있어 좋았습니다,4,2025.01.16
읽기 거북하지만 반드시 읽어야 한다.,4,2025.01.15
고맙습니다. 잊지않겠습니다.,4,2025.01.15
책을 구매하여 후기 남깁니다. 잘 산 것 같은데 내용이 어떤지는 더 봐야 알 것 같습니다.,4,2025.01.15
역시는 역시 입니다,4,2025.01.15
정확한 문장으로 심장을 찌른다.,4,2025.01.15
"여운이 많이 남았던 이 책은 각 챕터마다 시점이 달라져 희생자들의 유가족이 된 듯한 깊은 감정을 느끼게 해주었다. 민주화 운동 당시의 상황이 사실적으로 묘사되어 있어, 실제로는 더 심각했을 당시를 떠올리니 무서움이 밀려왔다. 역사 교과서에서만 배우던 5.18 민주화운동을 이 책을 통해 상세히 이해할 수 있었고, 그 과정에서 많은 것을 느꼈다.",4,2025.01.15
잘 읽도록 하겠습니다,4,2025.01.15
마음에 듭니다~~~~~~~~~~~,4,2025.01.14
마음에 듭니다~~~~~~~~~~~,4,2025.01.14
마음에 듭니다~~~~~~~~~~~,4,2025.01.14
늦었지만 한강작가님 열풍에 합류하고 싶어 구매했어요 재밌게 읽겠습니다.,4,2025.01.14
"페이지를 넘기는게 고통이었고
글을 통해 상상한다는게
이 책은 상당히 힘들었다....",4,2025.01.14
"#한강 작가님이 노벨문학상을 수상하신 덕분에
#소년이온다 책을 알게 되어 읽었습니다
진실을 지금이라도 대략적으로라도
인지할 수 있어서 다행으로 여깁니다
""너무 늦지 않았으니까요...
드디어 소년이 제게 왔으니까요...""",4,2025.01.14
바로드림으로 편하고 빠르게 구입했습니다.,4,2025.01.14
깨달음을 주는 소설입니다.,4,2025.01.14
정말로 노벨문학상 받을 가치가 있는 책이다,4,2025.01.14
노벨문학작품을 번역없이 읽을 수 있어서 좋아요,4,2025.01.13
5.18의 참혹함과 그로 인한 씻기지 않는 상처와 트라우마로 고통받는 유족들의 심정에서 큰 슬픔과 가슴 먹먹해짐을 느꼈습니다,4,2025.01.13
반드시 읽어야 할 명작입니다.,4,2025.01.13
읽으면서 너무 많이 울었습니다.,4,2025.01.13
"읽을 때도 읽고 난 뒤에도 많이 아픈 책이다.
그럼에도 꼭 읽어야하는 책이라 생각한다.",4,2025.01.13
절대 밖에서 읽지마세요 카페에서 통곡함,4,2025.01.13
잘 읽어보도록 하겠습니다,4,2025.01.13
이 책을 쓰기위해서 필요한 자료를 수집하는 내내 얼마나 아팠을지 생각하면 가슴이 먹먹해집니다. 스토리보다 더 아픈 얘기들을 가슴가득 품고 힘들어했을 작가님께 작은 책으로 만들어주심에 너무 감사해요. 그리고 덕분에 세계에 우리나라의 가슴아픈 역사를 전할 수 있어서 또 감사합니다. 노벨문학상을 번역본이 아니라 모국어로 읽을 수 있게 해 주셔서 또또또 감사합니다. 힘든 글 쓰시니라 넘 수고했어요. 사랑합니다~,4,2025.01.13
역시 노벨문학상 작가다운 책입니다,3,2025.01.13
교수님의 추천으로 읽어보게 된 책입니다 아직 전부 읽진 않았지만 글이 깔끔하게 잘 읽혀요 한 번쯤 꼭 읽어보기 좋은 책,4,2025.01.13
읽고 싶었던 책이라 막힘없이 읽었네요 .,4,2025.01.13
흐르는 눈물이 멈추지 않던 책.. 기억하겠습니다..,4,2025.01.13
한강작가님 화이팅!,4,2025.01.13
노벨문학상에 빛나는 한강 작가님의 책을 볼 수 있어 감사합니다,4,2025.01.13
"S000000610612
소년이 온다",4,2025.01.13
좋아요 만족 합니다 !,4,2025.01.12
읽는 내내 화가 나고 또 울었다.,4,2025.01.12
어떤 작픔인지 기대하며 읽어봅니다,4,2025.01.12
민주주의를 지킨 가장 평범한 사람들의 가장 평범하지 않은 이야기. 사실 옛날에 이 책을 읽고 최근에 재구매해 다시 읽었보았는데 그러길 정말 잘했단 생각이 들어요. 추천합니다.,4,2025.01.12
말이 필요없는 한강작품,4,2025.01.11
한강 작가의 노벨문학상 수상 전에 도서관에서 빌려서 읽었는데 해마다 5.18 즈음 다시 읽어보려고 구매했습니다,4,2025.01.11
책 한권에 응축된 여러 감정들이 읽는 내내 많은 생각을 하게 하네요..,4,2025.01.11
감히 이 책이 인생을 바꿔줬다고 말할 수 있습니다. 과거의 죽은자들에게 크게 빚을 지고 있는 요즘입니다.,4,2025.01.11
재밌게 읽겠습니다~,4,2025.01.11
궁금했던 책 드디어 읽어본다!,4,2025.01.11
"518민주화운동을 다시 생각나게
해주셔서 감사합니다 많은분들이 꼭 읽어 보시기를",4,2025.01.11
말로 표현하지 못하는 감정들이 차오르네요..,4,2025.01.11
"한강 작가가 ""채식주의자"" 보다 많은 사람들이 ""소년이 온다"" 책을 읽어보라고 이전에 말한적 있습니다",3,2025.01.10
무조건 읽어야 하는 책,4,2025.01.10
정말로 잘 읽었습니다.,4,2025.01.10
끝까지 잘 읽었습니다,4,2025.01.10
그날의 참혹했던 상황이 그려집니다 잘 읽었습니다,4,2025.01.10
소년이 온다 추천받아서 읽었는데 잘 읽었습니다,4,2025.01.10
어떻게 가능했던가 ?,4,2025.01.10
한강작가님의 소년이 온다. 정말 너무나 명작이에요.,4,2025.01.10
한글로 읽는 노벨문학상 수상자의 대표작 중 하나,4,2025.01.10
"고요와 적막과 상처와 분노, 서늘함과 먹먹함, 무거움이 함께하는 소설",4,2025.01.10
양심.. 세상에서 가장 무서운 것.,4,2025.01.10
5.18 민주화운동을 다시금 조명해 준 책! 그 소년은 이유도 없이 생을 마감했지만 영원히 살아서 오늘의민주주의를 꽃피운다,4,2025.01.09
온식구가 돌아가며 보고 있어요. ㅎㅎ,4,2025.01.09
여러분 별말 안하겠습니다 그냥 읽어주세요,4,2025.01.09
소년이 온다 소년이 온다,4,2025.01.09
아프지만 모두가 알았으면 하는 역사적 사실을 이야기한다.,4,2025.01.09
너무 슬프고 너무 아프고 너무 먹먹했어요.,4,2025.01.09
"이제서야 읽었습니다.
시대와 공간을 뛰어 넣는 책이였습니다.",4,2025.01.09
현 상황 데쟈뷰. 슬픈현실입니다,4,2025.01.09
잊혀져가는 역사적사실을 소재로 해주는것만으로 고마운작품,4,2025.01.09
"노벨 문학상
기대된다",3,2025.01.09
숨이 턱하고 막히는.. 그런 책.... 넘길때마다마음의준비를해야하는,4,2025.01.09
"슬픈역사속에서 오늘날 다시 살게하며 이 난관을
어떻게 넘어야 우리의 일상이 비극이 되지않을지
또한 숙제로 남는거같네요",4,2025.01.09
잘 읽었습니다 최고!,4,2025.01.09
노벨상 수상 축하합니다,4,2025.01.09
마음이 무거워지너요,4,2025.01.09
잘 읽고 있습니다. 너무 아픈 내용이네요,4,2025.01.09
아이 학교에서 수업시간에 배운다고 읽고싶다해서 구입했어여,3,2025.01.08
배송 빠르고 좋아요,4,2025.01.08
좋아요 노벨문학상을 읽어보네요..,4,2025.01.08
읽고 지인에게 선물했어요,4,2025.01.08
동호의 시선에서 바라본 광주 사건을 작가의 예리한 문체로 리얼하게 그려낸 것 같습니다 지금 우리가 반드시 짚고 넘어갈 시대적 사명을 던져주는 듯 했네요,4,2025.01.08
우리가 알아야 할 그때 그 역사,4,2025.01.08
잘 읽을께요 한강작가님 최고,4,2025.01.08
"광주 사태, 민주주의를 바라보는 사람들의 마음을 알고 싶다",4,2025.01.08
마음에 힐링이 많이 되네요,4,2025.01.08
현재 한국을 다시 생각하게 되었습니다.,4,2025.01.08
혼란스러운 이 시대에 시간을 내서 천천히 읽어보렵니다.,4,2025.01.08
선물 주려고 구입~,4,2025.01.07
여행중에 비행기에서 힘들게 힘들게 읽었어요. 작가님께서 힘들게 쓰셨다는 이야기를 직접 느꼈습니다,4,2025.01.07
차분하고 섬세한 인물과 배경 묘사가 인상적입니다.,4,2025.01.07
빠른 배송에 잘 받았습니다,4,2025.01.07
더이상 피해자가 고통받지 않는 세상이 왔으면 좋겠습니다.,4,2025.01.07
눈물이...눈물이 가슴에서 얼굴로 계속 흐른다,4,2025.01.07
방학동안 읽어 보려구요.,4,2025.01.07
역사의 기억을...,4,2025.01.07
여러 번 읽어봐야겠어요,4,2025.01.07
책 잘 받았습니다.,4,2025.01.07
반복되는 역사에 가슴이 먹먹해져요,4,2025.01.07
감사합니다 잘 읽었습니다,4,2025.01.07
재미있게 읽었습니다,4,2025.01.06
"오랜만에 소설책 구매했어요
재밌게 읽어 보겠습니다",4,2025.01.06
재미있게 보고있어요,4,2025.01.06
잘 읽었습니다 감사합니다,4,2025.01.06
잘 읽었습니다 감사합니다,4,2025.01.06
"소년 동호를 여러 번 만난다. 낮은 문해력 때문에 여러번 읽었다.
전남도청 앞에서, 망월동 묘지 앞에서, 장흥 해산토굴에서 각종 도서관 행사에서, 스웨덴 노벨박물관에서
한강 작가의 오랫동안 노력과 고통으로 역사적 트라우마에 맞선 시적 산문이 잘 발현되었다",4,2025.01.06
생각했던 역사를 책을 통하여 다시 생각했습니다. 넘 가슴 아팠습니다.,4,2025.01.06
소장하여 두고두고 읽어보려고 구매했습니다~ 아이가 좀 더 크면 꼭 읽혀서 우리나라의 슬픈역사에 대해 같이 이야기 나누며 느낄 수 있었음 좋겠다는 생각이듭니다.,4,2025.01.06
너무 기대하고 있어요~~~,4,2025.01.06
"소설이 이렇게 집중이 되다니

입체적으로 다가오는 스토리에 감동했습니다",4,2025.01.06
할부지에게 선물드렸는데 넘 좋앟셨어요,4,2025.01.06
오래 기다려 받았어요!,4,2025.01.06
어려운책이지만 마음이 뭉클하고 이런저런 생각이드는 책이에요,4,2025.01.06
어머니께서 읽고싶다하셔서 구매했습니다. 노벨문학상 수상 축하드립니다!,4,2025.01.06
"한강작가는 노벨문학상으로 우리를 다시 개몽하고 있다고 생각해요.
계엄이라는 엄중한 시기에 5.18 광주에 희생이 자유민주주의가 진정의미를 되새기게 합니다.",4,2025.01.06
지금 시국과 너무 비슷해요. 대한민국 국민이라면 꼭 읽어 보면 좋을 소설입니다.,4,2025.01.06
너무 좋았네요. 이 시대에 꼭 읽어야하는 책입니다,4,2025.01.06
문학적 감상 능력 배양할 수 있어 좋았다.,4,2025.01.05
"아주 기대됩니다
잘 읽을께요",4,2025.01.05
한강작가의 추천작이라하여 구매했어요 잔 읽어보겠습니다,3,2025.01.05
,4,2025.01.05
"끔직함이 생생해 몇 번이고 멈춰 천장을 보며 크게 숨을 쉬고 다시 읽었다. 이것이 우리의 아픈 역사라는 잔혹한 현실에 분노한다. 참옥하고 잔인했던 5월 광주의 열흘!

희생자분들과 생존자분들의 고통과 억울함을 감히 내가 헤아릴 수 있을까?
한강 작가님의 노벨문학상으로 이 책이 많은 분들에게 다가갈 수 있게되어 고맙다.",4,2025.01.05
지금 시기에 읽으면 좋을 책입니다,4,2025.01.05
"노벨상 수상하고 궁금해서 구매했습니다
하루만에 다 읽을 정도로 몰입감도 재미도 있습니다",4,2025.01.05
추천받아서 구입했어요.,3,2025.01.05
한강 작가님 작품은 꼭 읽어보시길 권해요,4,2025.01.05
글이 너무 사실적으로 묘사되서 홀린듯 순식간에 읽었네요,4,2025.01.05
한강작가라 기대되어 주문했어요 여러가지 책이 있지만 이책은아이도 같이보면 좋을것같아서요..잘읽어볼께요~~,4,2025.01.05
"최고의 소설
한강작가를 존경합니다",4,2025.01.05
너무 좋은 책이에요~~ 그동안 관심이 많았어요!,4,2025.01.05
책 좋아하는 엄마한테 선물해드렸어요,4,2025.01.05
고통스럽고 비통한 가운데 역설적이게도 마음 깊은곳에서 뜨거운 사랑이 끌어오름을 느낀다,4,2025.01.04
아픈 시절 지금도 진행 중인 이야기,4,2025.01.04
한번씩 읽어보셨으면 좋겠어요,4,2025.01.04
책장을 노벨상 작가들로 채워보자 마음먹은지 얼마 안됐는데 한강작가님의 책을 꽂게 될줄이야...!!!!! 정말 좋습니다,4,2025.01.04
관심과 흥미 있게 잘 읽없어요,4,2025.01.04
좋은 책 감사합니다,4,2025.01.04
꼭 읽어야하는 책이면서도 읽기 잘했단 생각이 들어요 힘들어도 꼭 읽어야만하고 알아야만하는 그날의 이야기,4,2025.01.04
읽는데 내용이 좀 끔찍해서 마음이 아프고 읽기가 힘들긴 했어요. 하지만 꼭 잊지 않아야 할 역사입니다 ㅠㅠ,4,2025.01.04
한강작가님 책 선물했어요,4,2025.01.04
한강 소년이 온다.,4,2025.01.04
내가 그들의 고통을 슬픔을 새털만큼이나 나누어 가질수 있는걸까. 먹먹한 가슴에 뜨거운 눈시울에 소년이 어린다. 외롭게 해서 미안해요. 잊지 않을게요.,4,2025.01.04
죽은 자가 산 자를 구하다. 과거가 현재를 구하다.,4,2025.01.04
잔혹한 사실을 시적으로 쓴 소설입니다.,4,2025.01.04
한강작가님 노벨 문학상 받으신 거 보고 사서 읽어봤는데 재미게 읽었습니다.,4,2025.01.04
이제 막 읽기 시작했는데 가슴아픈 우리 과거사네요,4,2025.01.04
광주 민주화운동 중학생 희생자가 있는지 몰랐는데 한강작가님 덕분에 알게됬네요. 몰입해서 슬프게 잃었어요,3,2025.01.04
"그날의 일을 담담하게 묘사내는 작가님의 필력에
마치 그자리에 있는듯 공감하며 읽었습니다",4,2025.01.04
한강 작가의 명서죠,4,2025.01.04
배송이 매우 빨라서 기다릴 필요가 없었어요.,4,2025.01.04
읽어보고 싶어서 구매했습니다. 감사합니다!,4,2025.01.04
학교 추천 도서 예요,4,2025.01.04
무거운 내용을 부담스럽지 않게 잘 풀어써서 좋았어요,4,2025.01.03
가슴이 먹먹해지는…,4,2025.01.03
역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!역사를 잊고 살아갈 순 없습니다!,4,2025.01.03
200페이지 정도로 몇시간만에 다 읽었습니다 술술 읽히네요 먹먹하고 무겁고 슬프고 화나는 이야기 아직도 광주를 조롱하고 왜곡하는 사람들은 자기들이 똑같이 당해봐야 바뀔까 하는 생각이 드네요,4,2025.01.03
슬프기도 하지만 일단 분노가 치밀어 오름..,4,2025.01.03
우리는 모두 큰 빚을 지고 살고있다. 다시금 일깨워준 작가님께 감사하다.,4,2025.01.03
꼭 읽어보고 싶었어요.,4,2025.01.03
드디어 한강님 책을 구매했네요 천천히 읽어보려구요,4,2025.01.02
재미있게 잘 읽었습니다.,4,2025.01.02
광주민주화운동에대한 영화는 본적있지만 책으로는 처음 접했습니다. 광주사람도 아니고 민주화때 살았던 것도 아니지만 마지막에는 눈물이 나더군요. 책 내주셔서 감사합니다.,4,2025.01.02
재밌어요 두번 읽었어요,3,2025.01.02
마음이 많이 아픕니다,4,2025.01.02
한강 작가님의 노벨문학상 수상을 진심으로 축하드립니다,4,2025.01.02
,4,2025.01.02
책을 다 읽고 난 후 문득 죄 짓지 않고 살기보다 누군가의 도움이나 누군가에게 빚을 지지 않고 살아간다는 게 더 어려운 일이란 생각이 들었다. 1980년 그 해 여름. 살아남은 모두는 누군가에게 적게든 많게든 조금의 빚을 진거라고. 그래서 그 빚을 갚는 방법이란게 결국 그들을 빛으로 이끄는 것이니 서두에 던진 내 임무를 다시 상기시킨다. 어떻게 하면 그들을 빛으로 이끌 수 있을까.,4,2025.01.02
노벨문학상 수상 책을 읽고 가슴이 먹먹함도 느끼고 위대함도 느낍니다,4,2025.01.01
한강 작가님 소년이 온다 작품 잘 읽었습니다.,4,2025.01.01
너무 문학적이라 나랑 안맞다 생각했지만 상받은 작품이라 구입,2,2025.01.01
공감되지만 내용을 읽어내기가 너무 힘드네요,3,2025.01.01
잘봤습니다 추천합니다,4,2025.01.01
"2024년은 너무나 혼란스런 한해였는데 그나마 한강 작가의 ""소년이 온다""로 인해 위로를 받았다. 젊은 세대들도 많이 읽었으면 한다. 아직 다 읽지는 못했다. 챕터마다 시점이 다른 등 첨에는 주인공을 찾는데 어려움을 겪었으나 찬찬히 읽어보려 한다.",4,2025.01.01
"지금의 이 혼란한 시대를 살면서, 피로 지킨 민주주의의 소중함을 다시 느끼게 하는 소중한 책.",4,2025.01.01
힐링되요. 감사.열공.,2,2025.01.01
오래오래 글써주세요. 감사합니다.,4,2025.01.01
사실적이고 간결한 문장에 가슴이 아려옵니다,4,2025.01.01
한강작가 책 최애입니다,4,2025.01.01
고맙습니다 고맙습니다,4,2025.01.01
이런 글을 읽을 수 있다니 감사,4,2025.01.01
"채식주의자로 작가님 알고 도서관에서 먼저 읽었습니다.
그때 엄청 감동있게 읽었는데, 이번기회에 소장용으로 구매했습니다.",4,2025.01.01
마음깊이 울림이 오네요...,4,2025.01.01
중학생 아들 요청으로 구매했어요,3,2025.01.01
추천 도서 입니다.,4,2025.01.01
전부터 읽고 싶었는데 작가님의 노벨상 수상 소식을 듣고 구매했어요! 가슴 아프지만 역사는 꼭 기억해야 하기에…,4,2025.01.01
"오래 전 채식주의자를 읽다가 토악질이 나서 작가가 제정신이 아니라고 생각했다. 계속해서 상을 타고 인정을 받아도 나는 그 작가는 제정신이 아니라고 생각해왔다.
기괴하지않다는 추천을 받아 읽은 소년이 온다, 눈물이 난다.
민주주의 대한민국에 사는 모든 이가 읽어봐야할 책이다.",4,2025.01.01
재밌게 잘 읽겠습니다,4,2025.01.01
엄마가 읽고 싶다고 하셔서 선물드렸어요,4,2025.01.01
아직 읽지는 못 했습니다. 기대됩니다.,4,2025.01.01
잘 읽었습니다..!,3,2025.01.01
열심 읽어요. 감사.,2,2025.01.01
한강 작가님이 왜 노벨상을 수상하셨는지 알겠습니다.,4,2024.12.31
그 당시 상황이 너무 마음 아팠어요,4,2024.12.31
한강 작가님 사랑합니다.,4,2024.12.31
감사합니다. 추천해요.,4,2024.12.31
감사합니다. 추천해요.,4,2024.12.31
어렵게 어렵게 겨우 구했습니다. 한국 최초의 노벨상을 수상한 작가님의 책 정말 재밌네요,4,2024.12.31
"광주5.16을 좀더 주인공입장에서 자세하게 묘사되어있고
지금의 현실과 함께 느낄수 있었습니다",4,2024.12.31
베스트셀러라 아이가 꼭 읽고싶어해서 사주니 도움이 되네요,4,2024.12.31
"친구 생일 선물로 샀어요.
만족합니다.",4,2024.12.31
아이가 원해서 사줬는데 잘 읽히고 감동적ㅇ래요,4,2024.12.31
고맙습니다. 잘 받았습니다.,4,2024.12.31
한강 작가님 책을 알게되어 좋은 경험이었습니다,4,2024.12.31
우울한 시기에 대한 소설..,4,2024.12.31
너무 좋아요 역시 노벨상,4,2024.12.31
노벨문학상 소장용 구매했어요,4,2024.12.31
이 책이 처음 출판 되었을 때 보았어요. 지금 다시 읽어봅니다. 이런 책을 써주신 작가님께 감사합니다.,4,2024.12.31
꼭 읽어봤으면 하는 작품,4,2024.12.31
"밑부분 내지가 전부 접혀있는걸 받아서 기분은 별로
하지만 책 내용은 좋음",4,2024.12.30
기대하며 읽고 있습니다,4,2024.12.30
한강 작가가 노벨상을 탄 이유 중 소년이 온다가 가장 큰 부분이지 않을까 싶습니다,4,2024.12.30
"배송이 엄청 빠르네요.
잘 읽겠습니다.",4,2024.12.30
역시..한강님. 채식주의자와는 또다른 감동이,4,2024.12.30
섬세한 감정. 나 또한 그곳에 있었다,4,2024.12.30
5·18 광주 민주화운동의 아픔과 정의를 이야기한 작품,4,2024.12.30
잘 읽었습니다 감사해용,4,2024.12.30
5·18 광주 민주화운동의 아픔을 담은 소설,4,2024.12.30
5·18 광주 민주화운동의 아픔을 담은 소설,4,2024.12.30
광주 민주화운동을 잘 표현했어요,3,2024.12.30
입문책으로 구입하고 선물도 합니다..,4,2024.12.30
보는 내내 울었다는 모든 평..,4,2024.12.30
한 장 한 장을 넘기면서 멈칫멈칫하게되는 울림있는 내용이었습니다... 가슴아픈 책이네요..,4,2024.12.30
잊지 말아야 할 역사,4,2024.12.30
읽으며 마음이 울컥 ㅜㅜㅜㅜㅜ 몰입해읽었어요,4,2024.12.30
추천받아 구매했어요,4,2024.12.29
읽는 내내 무거운 마음을 놓을 수가 없었습니다 잊지말아야할 역사를 기록해 주어서 감사합니다 2024년 인간의 잔인함과 아름다움에서 희망을 보게 됩니디,4,2024.12.29
"소년이 온다
노벨문학상 축하드려요.",4,2024.12.29
역사적 사건을 실질적 화자 시점에서 쓰여진 소설입니다. 읽는데 시간이 얼마 안 걸렸습니다.,4,2024.12.29
선물했는데 좋아했어요,4,2024.12.29
책 싫어하는 동생이 사달라 하더라구요 ㅎㅎ,4,2024.12.29
아직 다 읽어보진 못했는데 배송도 빠르고 너무 재미있게 읽고 있습니다!,4,2024.12.29
좋아요!!!!!!!!!!!!!!,4,2024.12.29
"흡입력이 훌륭한 책이다. 읽는 동안 내가 1980년 광주의 장면을 두 눈으로 직접 보고 있는 것처럼 등골이 서늘했고, 가슴 속은 뜨겁고 덩어리진 것들로 차올랐다. 정치 권력이라는 거대한 벽 앞에서 다가올 삶의 결말을 어렴풋하게나마 알면서도 민주주의를 지켜내고자 맞서다 결국 쓰러진 이들을 생각한다. 무사히 살아남은 이들의 고통, 고문을 받은 이들의 고통, 남겨진 이들의 고통을 생각한다. 1980년, 시간으로도 지울 수 없는 역사적 상흔이 광주에 남겨졌다. 우리는 그때 그곳에 있었던 사람들을 어떻게 대하고 있는가?",4,2024.12.28
좋아요. 잘 읽었어요.,4,2024.12.28
부모님께 선물해드렸어요. 감사합니다,4,2024.12.28
채시주의자 읽고 한강 작가님의 다른 작품도 읽어보고 싶어서 주문했어요.,4,2024.12.28
노벨문학상이라니 그것만으로 충분한 책입니다,4,2024.12.28
노벨문학상 원서를 읽는 느낌,4,2024.12.28
슬프지만 잊지 않기 위해,4,2024.12.28
내용이 참 좋아요. 만족합니다,4,2024.12.28
노벨 수상 소식에 구매하게 됐어요 잘 읽고 있습니다,2,2024.12.28
고등 청소년이 한강작가 최고의 작품이라고 해서 구입해봤습니다. 천천히 읽어 볼게요.,4,2024.12.28
꼭 읽어야한 우리 시대의 이야기,4,2024.12.28
아픔을 공감할 여유가 있는분들께만.,2,2024.12.28
인간의 잔인함과 열정 희생에 대해 생각해볼수있는 시간이었어요. 민주화를 위해 힘겹게 싸워주신 분들 감사합니다. 평온한 오늘이 더욱 소중해집니다.,4,2024.12.28
"좋았다
서늘하고 어둡지만 희망이 느껴진다
작별하지 않는다 보다 잘 읽히고 쉽다는 것도 장점",4,2024.12.28
5 18 에 대하여 많이 몰랐던 것 같아요. 다시 한 번 역사를 되새겨 볼 만 합니다.,4,2024.12.28
한강의 책은 깊이감이 느껴집니다. .,4,2024.12.28
역시 한강작가입니다,4,2024.12.28
군인들이 시민들을 학살하는 장면을 읽을 때 화가 치밀어 오르고 시위대가 계엄에 저항하며 투쟁해 나가는 장면을 읽을 때 나도 같이 뜨거워지는 책. 읽으며 많은 생각과 슬픔과 애국심이 느꼈습니다.,4,2024.12.27
잘보고 있습니다. 좋아하는 작가의 글이라 좋습니다.,4,2024.12.27
많은 사람들이 읽었으면 좋겠어요.,4,2024.12.27
소년이 온다 마음을 울리는 책,4,2024.12.27
잘 읽고 하나 더 구매하여 선물했습니다,3,2024.12.27
고통을 문장화하는 능력이 탁월하다. 사흘 내내 계엄군 손에 불타는 꿈을 꾸었다.,4,2024.12.27
재미있어요,4,2024.12.27
감사합니다. 잘볼께요.^ㅡ^,4,2024.12.27
책 잘 읽겠습니다. 감사합니다!,4,2024.12.27
책 잘 읽겠습니다. 감사합니다!,4,2024.12.27
책 잘 읽겠습니다. 감사합니다!,4,2024.12.27
노벨문학상 작품을 원서로 읽을 수 있어서 기대돼요! :) 한강 작가님 2024년 노벨문학상 진심으로 축하드려요 :D 그나마 2024년 연말에 따뜻한 희망을 느낄 수 있었어요!,4,2024.12.27
재미있어요. 추천합니다.,4,2024.12.27
dfhghdszfhdhdfhdfhdfh,4,2024.12.27
담담한 어조와 대비되는 아픈역사의 장면이 유독 강한감정을 불러일으키는 작품,4,2024.12.27
"특별판이 나오지 않을까 기대하며 기다리고 있었는데, 아이의 성화에 못 이겨 구입합니다. 저는 도서관 책으로 이미 읽었고요. 무슨 말이 더 필요할까요",4,2024.12.27
굿 잘 읽고있어요,3,2024.12.26
좋아요 읽고 또 읽고,3,2024.12.26
"잘 읽었습니다.
너무 좋아요",4,2024.12.26
연말 선물로 주문했어요~ 의미있는 선물이 될 것 같습니다 :),4,2024.12.26
"청소년,청년,노인 누구하나 빠질것 없이 읽었으면 좋겠다..",4,2024.12.26
"차분하게 잘 읽었습니다.
다 읽고 나서 눈물이 나는 책이네요",4,2024.12.26
잘보고있어요 감사합니다,4,2024.12.26
가슴이 먹먹해지는 소설입니다,4,2024.12.26
배송도 빠르고 좋아요....,4,2024.12.26
감사히 읽겠습니다..,4,2024.12.26
한강작가 책은 개인적으로 나에게는 조금 어렵다,4,2024.12.26
"빠르게 잘 받았습니다
선물주려는데 제 시간에 잘 도착했네요
감사합니다 ^^",4,2024.12.26
"좋아요~
한강 작가님 도서 지인분께 선물해 드렸어요~",4,2024.12.26
한강 작가님의 글에 공감돼요,4,2024.12.26
"예약 신청으로 구입한 책입니다
말해 무엇할까요 ~
최고입니다 ~",4,2024.12.26
마음이 아파 중간에 포기했다가 계엄을 계기로 다시 읽게 된 책. 끝까지 읽기 힘들지만 읽고 싶은 책. 다들 한 번쯤 읽어보길 바라는 책.,4,2024.12.26
또 주문했어요~~~~~^^,4,2024.12.26
한강 소년이 온다,4,2024.12.25
"마음아파하며,,, 잘 읽었습니다",3,2024.12.25
잘 받았습니다~~!,4,2024.12.25
너무 잘 읽었어요 두번세번 읽었습니다,3,2024.12.25
"“무지는 죄입니다.”
여태껏 이 나이를 먹도록 불법 비상계엄의 무서움을 알지 못했다니…, 한강의 소설을 읽고 알았습니다.

내 몸이 내 것이 아니라는 걸 일단 분명히 해 두려는 것 같았습니다. 내 삶의 어떤 것도 내 뜻대로 할 수 없다는 것을, 허용되는 건 오직 미칠 듯한 통증, 오줌똥을 지리도록 끔찍한 통증뿐이라는 것을.
- 소년이 온다, p. 105

나는 이번 12.3 계엄사태를 겪으며, 옳고 그름의 생각도 없이 우두머리의 명령을 성실이 따르는 군과 경찰의 수뇌부들과 정치인들을 보며 “예루살렘의 아이히만”이 생각났습니다.

무지는 죄입니다.
나도 그들 못지않은 악인입니다. 무지했기 때문입니다.

그들은 상관의 명령을 성실히 따랐기 때문에, 법적으론 아무런 죄가 없다고 주장합니다. 그러나 그들은 그 결과에 대해서 생각을 하지않은 “예루살렘의 아이히만“들입니다. 그들은 악인들입니다. 왜냐하면 무지하기 때문입니다.

""악의 가장 큰 악은 근본적으로 생각하지 않는 것이다.""
-한나 아렌트

악이 비인간적인 잔혹함에서만 나오는것이 아니라, 비판적사고의 부재에서도 나올수있다는것을 의미합니다.",4,2024.12.25
노벨문학상 작가님의 책을 한글로 읽을수 있어 감격스럽습니다,4,2024.12.25
좋은작품 감사합니다,4,2024.12.25
